31,16258,1000
72,10691,2000
49,25399,30
89,41219,400
8,3942,500
109,48986,3000
51,25670,5000
34,17508,30
44,22825,800
11,5620,30
19,9738,800
111,49934,1000
6,2827,190
105,47712,1000
88,41164,20000
108,27956,20000
132,57926,1000
133,58356,1
87,40734,20
128,56306,20000
148,63527,1000
90,41943,150
144,61946,30
21,10062,6000
19,9551,900
119,52976,1000
63,31220,1000
94,43048,20000
42,20472,1000
32,16153,1000
104,25908,1000
148,63651,1000
111,49912,20000
98,45031,400
30,15664,1000
77,13983,30
118,52525,140
91,42054,30
45,23358,900
149,63958,1
134,58429,1000
69,9362,30
21,10789,30
16,8367,30
109,29478,1000
120,53361,20000
149,63135,30
68,33284,20000
26,9038,20000
97,44333,20000
70,33781,400
23,11200,1000
83,38563,20000
47,24418,20000
134,8895,20000
108,29177,1000
106,45156,20000
58,3071,2000
94,43024,1000
17,8579,1000
38,19560,30
149,24813,30
118,52573,20000
141,21692,20000
123,54520,1000
129,37872,1
111,49851,800
102,46434,30
72,29259,20000
136,33068,1000
142,61309,30
126,55561,700
29,15001,900
32,16642,30
66,3541,20000
59,28558,20000
43,22172,800
3,1255,1000
30,15289,30
123,54595,500
77,13315,30
16,7356,1000
118,52536,3000
95,43840,1000
40,20040,30
81,38000,20000
144,6283,30
50,25860,30
47,24038,30
79,37527,1000
149,45957,2000
130,56964,20000
92,42582,20000
138,59452,800
140,60715,1000
124,54821,400
48,24702,500
69,9624,30
58,29279,20000
6,381,20000
74,11197,30
143,22543,20000
145,44327,200
132,38806,20000
29,15060,30
100,45658,400
66,32354,1000
117,51504,1000
63,6050,20000
56,1842,10
3,1581,30
144,61996,1000
47,24259,1000
75,35973,30
2,1069,30
104,47233,1000
135,58990,1000
63,31080,1
59,29623,30
36,18502,1000
56,28503,30
147,61679,20000
90,38140,20000
52,22760,20000
85,39892,800
136,9818,30
146,24680,30
131,57610,30
56,28099,20000
121,53597,1000
68,8705,30
144,62102,30
137,41046,1000
140,21118,1000
10,5212,20000
107,48347,20000
49,25030,1000
61,4361,1000
16,8254,30
87,40658,600
21,10764,30
130,57293,30
60,3975,20000
136,59177,1000
86,40340,1000
120,53355,20000
21,10992,700
132,38812,20000
51,26248,30
7,3678,1000
112,50199,1000
122,53873,1000
16,8345,600
71,10536,1000
58,1746,3000
55,27819,600
27,13773,30
74,35617,800
68,33022,600
118,52447,500
118,52194,800
141,20898,20000
55,1509,30
65,6922,30
131,57424,400
53,26633,700
121,53648,1
35,17960,1000
150,27185,30
30,15734,400
69,33512,20000
131,38656,30
122,54063,30
49,25237,30
105,47633,1000
41,21103,800
144,62007,30
112,50162,30
52,26682,30
87,40683,1000
130,38035,1000
119,53088,20000
108,48799,20000
98,37456,20000
132,34185,20000
79,37273,1000
96,44166,20000
6,3020,20000
17,8591,1000
129,56868,30
88,40884,20000
76,36289,1000
110,29800,20000
138,59950,30
29,15134,1000
138,58029,20000
62,30563,800
52,26283,30
8,4317,30
133,39543,30
108,48889,1000
119,25606,30
85,39737,30
78,36923,20000
1,218,20000
105,47602,300
124,54822,1
9,4911,150
62,21037,20000
131,57575,30
108,29155,4000
51,26265,3000
146,62768,30
69,33543,1
142,61321,900
64,31549,1000
27,14235,1000
101,46276,200
10,5279,30
139,60450,30
60,30148,1000
120,9856,1000
135,40364,30
104,27524,30
103,24112,20000
69,33474,30
42,21439,30
17,8928,1000
117,52036,1000
18,9519,1000
38,19459,400
83,39048,20000
31,11374,30
133,58154,30
145,62376,30
99,45115,600
141,21633,20000
65,31751,1000
143,61570,30
77,36469,700
148,45459,20
78,36902,1000
106,48134,1
81,4631,1000
94,43438,20000
19,9788,30
80,15395,1
109,46812,20000
13,6909,30
80,37956,1000
120,32899,30
35,17914,30
51,24492,600
147,44952,20000
105,47693,2000
36,18702,1
107,48340,600
125,55143,4000
117,52021,30
4,2064,400
55,1438,30
81,38204,900
86,40036,1000
132,57862,1000
106,1466,30
4,2030,500
126,55424,20000
138,60087,20000
18,9149,500
70,33858,400
32,15726,30
71,34126,20000
43,22138,30
116,2489,20000
139,41876,1000
141,18711,1000
30,15440,1000
20,10226,20000
137,59200,700
114,50876,1000
79,9372,20000
141,60834,500
27,13719,600
77,13803,1000
147,63165,1000
44,22819,20000
14,7172,600
69,31967,800
7,3751,20000
104,47111,150
3,1399,20000
39,19868,1000
10,4892,30
107,48603,30
66,32282,1000
76,12906,6000
63,31300,30
58,29311,600
2,791,1000
40,20711,30
54,27602,1
73,35037,20000
57,28893,20
87,18708,900
18,9487,2000
98,45015,30
2,831,400
72,10536,1000
7,3551,30
58,29324,30
54,27687,20000
143,32595,20000
76,36292,600
79,37508,10
10,5259,800
59,29550,1000
70,33836,1000
53,23469,30
27,14170,200
13,6685,1000
30,15656,30
57,5270,20000
110,3984,1000
62,30552,1000
72,34582,30
95,43724,30
123,36119,900
121,53847,1000
6,2995,1000
108,26457,20000
107,48373,20000
131,44115,20000
65,7404,1000
70,33797,1000
65,31910,20000
58,29035,30
133,58131,20000
31,16136,30
53,27192,800
144,62076,20000
44,16012,20000
40,20424,30
136,56876,20000
29,15216,1000
65,31992,30
118,52636,20000
2,297,700
49,12602,20000
128,37198,1000
107,26457,20000
13,6444,30
4,2094,1000
99,45226,30
115,51421,1000
13,6682,1000
131,57649,160
85,39890,30
142,43327,30
43,22203,800
103,47062,20000
13,6744,2000
85,17802,1000
8,4302,1000
3,1309,600
6,3245,1000
45,23389,20000
104,27283,1000
90,41816,20000
4,2089,20000
90,41950,1000
37,19155,30
105,47475,1
119,52976,1000
2,975,30
44,22508,30
64,31688,30
138,59452,800
59,29660,4000
56,28487,1000
56,28548,1000
6,1111,20000
34,17702,600
141,60934,20000
102,46340,2000
54,27423,1000
78,14302,30
41,21350,1000
23,11868,30
21,10678,900
46,23640,4000
62,5598,1000
94,22460,30
77,36484,600
119,52973,5000
124,54438,700
107,48428,1000
37,19111,1000
135,40469,1000
71,10750,20000
49,25336,20000
53,27288,160
75,36061,30
21,10991,1000
16,8431,30
69,33576,30
2,297,700
61,5266,800
82,38526,1000
51,26130,30
27,13640,800
39,20131,1
46,18181,20000
98,44757,30
91,42329,1000
121,53673,500
5,2730,400
119,52879,30
127,36661,20000
113,50002,20000
149,63660,1000
70,33680,30
114,50897,180
20,10545,800
73,35119,30
3,1421,20000
81,38343,1000
112,50260,20000
132,38826,800
7,3700,4000
31,9785,20000
45,22933,30
3,1428,1000
5,2700,1000
2,678,1000
92,21432,1000
75,12514,1000
74,35687,1000
138,20153,2000
59,25815,3000
17,8627,1000
23,11790,1000
20,10359,1
100,25832,20000
140,60522,80
136,16522,30
48,194,20000
146,62761,20000
49,25151,20000
125,54975,1000
79,37157,600
3,1301,1000
14,7176,700
47,19064,20000
90,39175,20000
124,54823,500
146,62756,30
85,39605,1000
125,23958,20000
70,10588,20000
49,24922,1000
34,17375,1000
31,15771,600
69,33465,800
13,6578,1000
1,247,30
94,43467,1000
99,10041,20000
42,21603,1000
74,35654,1000
54,27646,600
20,9905,20000
52,25424,600
115,51290,1000
9,4668,30
34,17763,800
63,30961,1000
18,9415,500
55,28160,30
25,12886,4000
89,41225,20000
27,13982,30
94,43381,70
40,20560,30
124,54945,300
98,44420,20000
31,15810,900
128,12290,800
120,23982,30
105,47774,1000
31,16107,30
78,37187,30
111,4385,1
12,6033,20000
107,48554,1000
75,12833,1000
29,14840,4000
6,2161,600
24,11369,20000
138,59859,1000
7,3359,1000
7,3751,20000
89,41530,4000
118,52415,1000
124,35606,30
11,5456,2000
42,21465,1000
61,30384,20000
94,43236,1000
5,2495,300
137,19621,30
107,48577,1000
70,34062,20000
7,3627,800
128,37447,1000
117,52134,20000
68,25577,900
138,59945,20000
23,12181,1000
133,58206,20000
92,21309,20000
48,24780,2000
112,50080,20000
69,33574,1000
4,2091,20000
50,25905,20000
100,45761,1000
90,40692,1000
8,3940,30
136,39889,1000
53,23469,30
20,10266,1000
73,35233,1000
69,33573,1
87,39966,30
55,27923,1000
17,8641,1000
35,18142,1000
130,57183,1000
39,20263,800
108,48872,30
90,41611,30
136,59137,30
16,8104,500
96,44240,30
139,20818,20000
111,47756,30
58,29069,1000
72,34585,1
43,15905,20000
13,6715,2000
128,56402,700
113,31103,1000
39,19873,30
29,15041,400
145,44322,1000
70,24231,20000
49,25005,30
40,20680,30
11,5888,30
109,49086,700
135,58949,30
11,5711,30
35,17835,20000
34,17573,30
6,2968,30
14,7521,1000
84,17297,1000
41,21416,1000
123,54344,30
90,41876,1000
117,52306,1000
78,12681,2000
14,7003,20000
93,22010,10
82,16517,30
116,51590,1000
55,27971,20000
16,8320,600
86,15120,20000
45,22949,1000
59,29624,20000
51,22786,20000
140,42342,20000
118,33278,1000
114,51115,30
60,29802,500
60,29859,700
42,21551,1000
85,39959,600
36,18778,4000
124,54532,600
62,30577,1000
120,53287,1000
79,37393,1000
73,28848,20000
39,20339,2000
114,50887,30
69,33508,30
136,58837,900
30,15364,30
109,3759,4000
122,54188,1000
3,1492,20000
78,25535,20000
105,47668,1000
30,15535,30
114,6437,1000
14,4567,20000
36,18402,1000
123,54383,30
121,53834,20000
106,48193,1000
104,47377,1000
34,13389,20000
5,2382,20000
61,4591,1000
61,30215,30
2,924,30
129,37507,1000
131,57700,900
112,44932,20000
91,41981,20000
25,12837,400
24,12492,1
9,4784,30
142,61348,2000
2,1146,1000
115,49267,4000
16,8516,30
48,24602,30
99,45117,1000
29,15019,4000
75,35969,30
129,56765,300
43,22226,10
113,31058,1
132,16556,1000
129,56712,1000
84,39550,1000
92,21227,2000
14,7261,30
116,51842,1000
48,24560,300
105,47480,20000
136,59234,1000
80,37639,800
7,3511,30
130,54701,20000
10,4996,30
103,46915,20000
57,28636,20000
140,17991,20000
60,30025,30
100,42926,30
58,3256,20000
25,13146,1000
59,27362,700
67,8247,1000
148,63496,700
62,30514,500
92,20335,900
143,32595,20000
1,45,700
66,6801,30
97,44600,1
143,61699,20000
139,41936,900
131,57628,700
123,31720,20000
139,19223,20000
116,51718,600
88,41075,600
1,191,1000
104,47341,30
76,36077,1
63,31271,30
133,17448,1
36,17103,1000
10,5362,30
5,2404,700
60,30112,20000
33,16074,1000
41,21229,1000
147,63371,300
54,27460,30
3,1414,20000
61,4969,1000
59,29719,1000
131,57487,30
122,34568,2000
69,33715,5000
41,20944,1000
53,27363,2000
122,34728,2000
62,5756,30
76,33537,20000
132,57932,30
149,63938,2000
50,25931,30
70,34069,30
25,12896,30
88,40830,1000
58,29318,800
113,50786,30
95,38191,20000
71,10400,1000
8,4176,30
18,9517,1000
61,29183,600
24,12527,2000
79,37485,1000
37,19325,20000
84,39505,1000
143,43484,20000
117,52147,1000
54,27714,600
87,40744,30
29,10604,20000
120,33441,30
116,51562,1000
83,39143,30
32,12899,20000
73,35048,120
105,291,20000
10,5034,700
27,14027,30
59,29640,20000
7,3692,1000
44,22779,1000
84,39553,30
128,56181,20000
96,44283,3000
144,21662,1000
4,432,1000
105,47404,20000
6,3085,20000
115,31462,20000
99,45214,30
140,60699,1000
74,28848,20000
64,31487,200
135,38018,20000
136,29453,20000
17,7661,1000
21,10865,900
50,25607,1000
136,59066,30
93,42748,800
140,60558,500
91,42252,1000
70,33441,30
95,43488,1
53,26999,1000
116,51945,30
51,25963,20000
89,41473,1000
143,22620,1000
107,48625,700
57,28885,1000
57,28640,30
11,5759,1000
118,52386,30
13,6775,20000
110,49658,30
16,8111,20000
117,52276,900
27,13353,30
103,46872,1000
110,49459,900
47,24010,20000
90,41912,1000
33,16821,1000
73,8976,20000
1,407,1000
127,55965,80
21,11072,20000
46,23730,20
29,14952,700
68,6960,300
123,54345,20000
66,2489,20000
23,11884,30
55,291,20000
60,3722,20000
66,31454,30
108,48777,600
100,45778,900
109,48577,1000
10,4956,1000
81,15851,20000
57,28841,900
117,52221,1000
34,17586,1000
102,18566,1000
26,13213,700
9,4584,20000
141,60964,30
52,26209,700
147,22317,20000
61,30463,30
7,3793,2000
128,56484,1000
13,6739,4000
127,49003,20000
18,9191,30
87,34522,20000
20,10401,1000
137,41194,4000
31,15939,500
82,38586,5000
33,17058,1000
25,9015,30
9,4496,30
96,44011,20000
121,53710,20000
139,60239,30
69,33342,30
37,14490,20000
13,6916,500
10,5430,1000
100,25061,1000
63,31175,1000
40,20763,20000
68,33014,300
24,12290,800
1,237,1000
141,42598,30
107,28607,20000
110,41942,20000
70,33416,20000
27,14102,30
144,44224,30
85,39920,900
51,26021,9000
3,1341,1000
131,57459,30
54,27521,30
54,27594,30
92,19463,20000
94,21499,20000
85,4725,800
127,55704,20000
136,59238,2000
80,37605,30
84,39177,20000
76,36254,1000
113,50680,30
138,5247,20000
141,60913,1000
11,5616,1000
139,59903,20000
90,38200,1000
5,2290,800
74,35697,400
21,11107,30
20,10011,2000
108,48934,2000
18,9363,30
24,12671,1
40,20840,1
10,2489,20000
29,15107,30
148,63792,1
59,29676,20000
61,30471,1000
134,58544,30
128,56374,3000
136,59142,1000
15,7540,1000
5,2517,30
19,9723,300
106,48151,1000
24,11387,900
147,63162,30
12,6042,1
44,22901,30
21,10718,30
148,63651,1000
96,43950,1000
118,52543,30
81,16113,1000
9,4508,20000
108,2776,1000
143,61762,1000
133,58313,1000
136,59189,30
77,32976,20000
83,39092,1000
80,37753,1000
108,29220,1000
87,40560,20000
116,50754,600
94,43390,600
67,7419,30
66,7587,30
127,56164,1000
147,63119,20000
33,16996,600
7,3814,1000
104,47327,2000
131,56935,30
17,8067,600
27,13914,1000
38,14527,20000
30,13559,20000
107,48511,30
93,43071,900
51,26002,20000
97,23829,1000
17,9025,30
58,29185,600
34,17668,30
14,7494,300
52,26839,600
140,60717,1000
98,44766,1
109,48968,30
68,33110,1
37,17401,20000
